,name,platform,release_date,summary,meta_score,user_review,release_year,P
1553,Cities: Skylines,PC,"March 10, 2015","Developed by Colossal Order, Cities: Skylines offers sprawling landscapes and maps with endless sandbox gameplay and new ways to expand your city. Key to progression is the ability to influence your city’s policy by incorporating taxation into districts. All this plus the ability to mod the game to suit your play style.",82.32310737258783,8.8,2015,PC
1555,Project Gotham Racing 4,Xbox 360,"October 2, 2007","Right from the starting line, Bizarre's vision for ""PGR 4"" was to create an emotionally-charged racing experience, where players become attached to their careers, profiles and vehicles. There are several new features that embody this emotional experience, the most significant being the new career mode. Drivers are rewarded with a growing fanbase that'll cheer them on, react to their every move and support them through victory. One of the new gameplay elements is the dynamic weather system. Now racing through a track can mean facing an unexpected rain storm or snow flurries in the middle of a race. This results in changing physics when powering around a corner on the wet or icy surface in Shanghai and St. Petersburg or any of the game's 10 other locations. So, if you think driving on a dry track is boring... Flair and driving style now are just as important as technical skill, as players passing their opponent at full speed pump their fists and exhibit more emotion as they earn recognition with the revised Kudos system. The Kudos are worthwhile too, because the new A.I. personalities are be able to perform bold new driving maneuvers as they race side by side with other drivers. [Microsoft]",83.25333993072736,8.5,2007,Xbox 360
1563,NHL 08,Xbox 360,"September 12, 2007","The Skill Stick gave you the power to deke the goalie in NHL 07 – now you can own the 1-on-1 matchup and undress opposing defenseman with complete control Use your stick to push the puck into space and walk around your defender. Once you're all alone in front, improved stick handling and shooting accuracy will give you the toolset to beat your goaltender for that decisive goal. Dynamic AI adjusts to your every move both on offense and defense, promising to challenge even the most skilled hockey players. The intelligent CPU scouts your tendencies like a coach and makes the necessary adjustments to shut down your money plays, forcing you to adjust your style of play. New analog speed control of the left stick gives you the variance you need to glide into the zone with control or get a burst of speed to step up on a defender. With new skating animations and responsiveness, you have the control to perform crossovers to maintain speed or carve tight turns for an immediate change in direction. 29 AHL teams – the top developmental league for the NHL – are exclusively featured and fully playable. Develop your talent with their minor affiliate until you are ready to call them up for the show. Be the GM and manage your team from the ground up while staying under the salary cap. [Electronic Arts]",83.25333993072736,8.2,2007,Xbox 360
1566,Deep Rock Galactic,PC,"May 13, 2020","Deep Rock Galactic is a 1-4 player co-op FPS featuring badass space Dwarves, 100% destructible environments, procedurally-generated caves, and endless hordes of alien monsters.",82.28352300841168,8.2,2020,PC
1579,Legend of Grimrock II,PC,"October 15, 2014","Legend of Grimrock 2 is a dungeon crawling RPG with a modern execution but an old-school heart. A gaggle of 4 prisoners have shipwrecked on the secluded Isle of Nex. The island is chock full of ancient crumbled ruins, mysterious shrines and a vast underground network of dungeons.",82.73874319643741,8.0,2014,PC
1581,Guitar Hero III: Legends of Rock,Xbox 360,"October 28, 2007","Fire up the fretboard, crank up the amp and get ready to rock like never before. Guitar Hero III: Legends of Rock drops you into the spotlight of the largest and most legendary rock concert ever. The star-studded soundtrack includes master tracks by such legendary artists as Guns N’ Roses, The Rolling Stones, Beastie Boys, Muse and Pearl Jam, with added songs as made legendary by Kiss, Alice Cooper and Heart. Now drop that air guitar, tune your exclusive new Les Paul Guitar Controller and shred the night away with Guitar Hero III: Legends of Rock. [Activision]",83.25333993072736,8.1,2007,Xbox 360
1590,Tales from the Borderlands: A Telltale Game Series,PC,"October 20, 2015","Like all good tales, there’s more than one side to a story. Especially one about a Vault key, the Hyperion Corporation, bandits, loot, gangsters, Vault Hunters, secret Atlas tech, explosions, getaways, extortion, betrayal, and mayhem. Set after the events seen in Borderlands 2, Tales from the Borderlands is about Rhys, a Hyperion company man looking to become the next Handsome Jack, and it’s also about Fiona, a Pandoran con artist out to score the biggest of all swindles. Lured into danger by a Vault key and all it promises, the unlikely duo are thrown together with a common goal and a huge amount of mistrust. Who is telling the truth, and why is it important That’s up to you to decide. You are Rhys…and you are also Fiona, because like every tale worth telling, there are two…oh, you read that part already? Well, it’s important to remember that there *are* two sides to every story, and you my friend, you will tell this tale, or…tales, through the choices that you make. Your every decision as both Rhys and Fiona will affect the people and world around you: this is a game where YOU are the final author in a brand new Borderlands story set on the unforgiving world of Pandora. [TellTale Games]",82.32310737258783,8.5,2015,PC
1596,13 Sentinels: Aegis Rim,PlayStation 4,"September 22, 2020","A departure from the studio's traditional fantasy style, the game takes place in a modern setting punctuated with giant mechs. Although the world may be bleak, Vanillaware's signature artistic shine and gorgeous aesthetics will bring the characters and story of 13 Sentinels to life.",82.28352300841168,9.1,2020,PlayStation 4
1597,The Outer Worlds,PlayStation 4,"October 25, 2019","The Outer Worlds is a new single-player first-person sci-fi RPG from Obsidian Entertainment and Private Division. Lost in transit while on a colonist ship bound for the furthest edge of the galaxy, you awake decades later only to find yourself in the midst of a deep conspiracy threatening to destroy the Halcyon colony. As you explore the furthest reaches of space and encounter various factions, all vying for power, the character you decide to become will determine how this player-driven story unfolds. In the corporate equation for the colony, you are the unplanned variable.",82.43196437407224,8.0,2019,PlayStation 4
1607,Lara Croft and the Guardian of Light,Xbox 360,"August 18, 2010","[Xbox Live Arcade] Lara Croft and the Guardian of Light is the first ever co-op multiplayer action/adventure game featuring Lara Croft. This brand new adventure combines the hallmarks of the Tomb Raider franchise, including exploration and discovery, platforming, and puzzle solving combined with character progression, fun fast-paced combat, and elements of human cooperation and competition.",83.05047006432459,8.4,2010,Xbox 360
1616,Trials Evolution: Origin of Pain,Xbox 360,"October 5, 2012","The Origin of Pain DLC builds on the successes of Trials Evolution, offering tons of new editor objects, 36 brand new tracks, and a brand new BMX bike, the first time a bike mode has ever been offered in a Trials game.",82.9465611083622,8.4,2012,Xbox 360
